movie_title,similar_movie_title,similarity_score,rank
War of the Worlds,Cat on a Hot Tin Roof,0.4260066747665405,5
War of the Worlds,Beverly Hills Cop II,0.412855327129364,6
War of the Worlds,Take Shelter,0.41157054901123047,7
War of the Worlds,It Happened One Night,0.4077834188938141,8
War of the Worlds,All Hat,0.40349918603897095,9
War of the Worlds,The Bounty Hunter,0.4034702479839325,10
Bad Boys II,Bad Boys,0.6368236541748047,1
Bad Boys II,White Chicks,0.6082327961921692,2
Bad Boys II,Dirty Work,0.5809579491615295,3
Bad Boys II,District B13,0.5509029626846313,4
Bad Boys II,Fled,0.5429115891456604,5
Bad Boys II,Phantasm II,0.5274472236633301,6
Bad Boys II,Connie and Carla,0.5205983519554138,7
Bad Boys II,Suspect Zero,0.5133135914802551,8
Bad Boys II,Reno 911!: Miami,0.5057638883590698,9
Bad Boys II,Held Up,0.501839280128479,10
Puss in Boots,The True Story of Puss 'n Boots,0.5345962047576904,1
Puss in Boots,Shrek Forever After,0.533915638923645,2
Puss in Boots,The Animal,0.4976848363876343,3
Puss in Boots,Top Cat Begins,0.48096057772636414,4
Puss in Boots,Shrek 2,0.4701850116252899,5
Puss in Boots,Kung Fu Panda 3,0.4544622302055359,6
Puss in Boots,The Wash,0.44241663813591003,7
Puss in Boots,Shrek the Third,0.4347752034664154,8
Puss in Boots,Monkeybone,0.4272167980670929,9
Puss in Boots,How to Train Your Dragon,0.4264875054359436,10
Salt,Fair Game,0.5040988922119141,1
Salt,Restless,0.47516125440597534,2
Salt,The Heat,0.43531107902526855,3
Salt,The Interpreter,0.4327402710914612,4
Salt,The Assassin,0.40852969884872437,5
Salt,Sicario,0.40577515959739685,6
Salt,The Company,0.40158507227897644,7
Salt,The East,0.3988468050956726,8
Salt,The Guard,0.3910622298717499,9
Salt,The Net,0.3875255584716797,10
Noah,Take Shelter,0.7274660468101501,1
Noah,White Noise 2: The Light,0.4712236523628235,2
Noah,The Mist,0.456443190574646,3
Noah,The Book of Eli,0.4514629542827606,4
Noah,The Amityville Horror,0.43791553378105164,5
Noah,The Hotel New Hampshire,0.43661820888519287,6
Noah,Mutant World,0.4342416822910309,7
Noah,The Day After Tomorrow,0.4314107894897461,8
Noah,Beetlejuice,0.42556053400039673,9
Noah,Insidious,0.4194867014884949,10
The Adventures of Tintin,The Master of Disguise,0.46996551752090454,1
The Adventures of Tintin,Beasts of the Southern Wild,0.45470649003982544,2
The Adventures of Tintin,Sahara,0.4501250684261322,3
The Adventures of Tintin,Tangled,0.43649619817733765,4
The Adventures of Tintin,Life of Pi,0.43232810497283936,5
The Adventures of Tintin,Fool's Gold,0.4310951232910156,6
The Adventures of Tintin,The Black Stallion,0.43055999279022217,7
The Adventures of Tintin,See Spot Run,0.42717763781547546,8
The Adventures of Tintin,Waterworld,0.42352089285850525,9
The Adventures of Tintin,Prometheus,0.4187125861644745,10
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Chamber of Secrets,0.7175334095954895,1
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,0.6169172525405884,2
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Order of the Phoenix,0.5046451687812805,3
Harry Potter and the Prisoner of Azkaban,Dude Where's My Dog?,0.47085967659950256,4
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Philosopher's Stone,0.4560920298099518,5
Harry Potter and the Prisoner of Azkaban,Coming Home,0.363121896982193,6
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Half-Blood Prince,0.34299686551094055,7
Harry Potter and the Prisoner of Azkaban,Just Visiting,0.3390406668186188,8
Harry Potter and the Prisoner of Azkaban,Epic Movie,0.33895426988601685,9
Harry Potter and the Prisoner of Azkaban,The Smurfs 2,0.33323368430137634,10
Australia,Tracker,0.4451846480369568,1
Australia,Memoirs of a Geisha,0.44302359223365784,2
Australia,Captain America: The First Avenger,0.4262723922729492,3
Australia,Red Dog,0.42620474100112915,4
Australia,The Children of Huang Shi,0.4223251938819885,5
Australia,Beneath Hill 60,0.4194525480270386,6
Australia,Bandidas,0.4079577326774597,7
Australia,War Horse,0.40388619899749756,8
Australia,Mad Max,0.39899808168411255,9
Australia,Chicken Run,0.39811065793037415,10
After Earth,Battleship,0.5109819173812866,1
After Earth,Terminator 3: Rise of the Machines,0.4761946499347687,2
After Earth,Man of Steel,0.47508296370506287,3
After Earth,Guardians of the Galaxy,0.4740772545337677,4
After Earth,Sunshine,0.4520050585269928,5
After Earth,John Carter,0.4508996903896332,6
After Earth,Rotor DR1,0.4500342905521393,7
After Earth,Space Battleship Yamato,0.43031078577041626,8
After Earth,The Core,0.42982226610183716,9
After Earth,Prometheus,0.4291900098323822,10
Dinosaur,The Land Before Time,0.5684017539024353,1
Dinosaur,The Good Dinosaur,0.47043517231941223,2
Dinosaur,Jurassic Park,0.4485250413417816,3
Dinosaur,Lake Placid,0.4269992411136627,4
Dinosaur,Dwegons,0.4209780991077423,5
Dinosaur,Ice Age,0.40673384070396423,6
Dinosaur,Queen Crab,0.40504443645477295,7
Dinosaur,Barney's Great Adventure,0.4036370515823364,8
Dinosaur,Over the Hedge,0.40182462334632874,9
Dinosaur,Duma,0.38721340894699097,10
Night at the Museum: Secret of the Tomb,Austin Powers: The Spy Who Shagged Me,0.4046953618526459,1
Night at the Museum: Secret of the Tomb,Dragonslayer,0.39820045232772827,2
Night at the Museum: Secret of the Tomb,DragonHeart,0.38795921206474304,3
Night at the Museum: Secret of the Tomb,Ghost Rider: Spirit of Vengeance,0.38647300004959106,4
Night at the Museum: Secret of the Tomb,One Hour Photo,0.3857817053794861,5
Night at the Museum: Secret of the Tomb,Clockstoppers,0.3826581835746765,6
Night at the Museum: Secret of the Tomb,Night at the Museum,0.3771952986717224,7
Night at the Museum: Secret of the Tomb,Dracula,0.37350159883499146,8
Night at the Museum: Secret of the Tomb,Agent Cody Banks 2: Destination London,0.37055620551109314,9
Night at the Museum: Secret of the Tomb,Just Visiting,0.36797356605529785,10
Megamind,Super,0.5840152502059937,1
Megamind,Special,0.5412447452545166,2
Megamind,Kick-Ass,0.5278747081756592,3
Megamind,Batman v Superman: Dawn of Justice,0.5241813063621521,4
Megamind,Defendor,0.5175457000732422,5
Megamind,Fantastic 4: Rise of the Silver Surfer,0.510198175907135,6
Megamind,Dick Tracy,0.5088256597518921,7
Megamind,The Incredible Hulk,0.5076894760131836,8
Megamind,Superman III,0.4977172315120697,9
Megamind,The Phantom,0.4971497356891632,10
Harry Potter and the Philosopher's Stone,Harry Potter and the Goblet of Fire,0.5117148756980896,1
Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,0.49090632796287537,2
Harry Potter and the Philosopher's Stone,Dude Where's My Dog?,0.47806039452552795,3
Harry Potter and the Philosopher's Stone,Harry Potter and the Half-Blood Prince,0.4775450527667999,4
Harry Potter and the Philosopher's Stone,Harry Potter and the Prisoner of Azkaban,0.4560920298099518,5
Harry Potter and the Philosopher's Stone,The Borrowers,0.43694648146629333,6
Harry Potter and the Philosopher's Stone,Pan's Labyrinth,0.4353175163269043,7
Harry Potter and the Philosopher's Stone,Arthur and the Invisibles,0.43202775716781616,8
Harry Potter and the Philosopher's Stone,The Exorcist,0.42570802569389343,9
Harry Potter and the Philosopher's Stone,Just Visiting,0.41933566331863403,10
R.I.P.D.,I Am Wrath,0.5502858757972717,1
R.I.P.D.,Romeo Is Bleeding,0.5349423289299011,2
R.I.P.D.,Training Day,0.5217798948287964,3
R.I.P.D.,A Low Down Dirty Shame,0.5112959742546082,4
R.I.P.D.,2:13,0.5028035044670105,5
R.I.P.D.,The Sweeney,0.49702587723731995,6
R.I.P.D.,The Glimmer Man,0.4935636818408966,7
R.I.P.D.,Return of the Living Dead 3,0.4912937879562378,8
R.I.P.D.,Dick Tracy,0.49067196249961853,9
R.I.P.D.,Demonic,0.48856279253959656,10
Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: On Stranger Tides,0.7710782289505005,1
Pirates of the Caribbean: The Curse of the Black Pearl,The Pirate,0.5948781371116638,2
Pirates of the Caribbean: The Curse of the Black Pearl,The Pirates! In an Adventure with Scientists!,0.5537220239639282,3
Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: Dead Man's Chest,0.5508948564529419,4
Pirates of the Caribbean: The Curse of the Black Pearl,VeggieTales: The Pirates Who Don't Do Anything,0.5309461355209351,5
Pirates of the Caribbean: The Curse of the Black Pearl,Waterworld,0.5048313140869141,6
Pirates of the Caribbean: The Curse of the Black Pearl,Shakespeare in Love,0.48039501905441284,7
Pirates of the Caribbean: The Curse of the Black Pearl,Rio,0.4783625602722168,8
Pirates of the Caribbean: The Curse of the Black Pearl,The Shining,0.47685280442237854,9
Pirates of the Caribbean: The Curse of the Black Pearl,Shipwrecked,0.47192078828811646,10
The Hunger Games: Mockingjay - Part 1,The Hunger Games: Catching Fire,0.6031750440597534,1
The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 2,0.4504218101501465,2
The Hunger Games: Mockingjay - Part 1,The Hunger Games,0.4206830561161041,3
The Hunger Games: Mockingjay - Part 1,The Scorpion King,0.36013031005859375,4
The Hunger Games: Mockingjay - Part 1,Equilibrium,0.33564022183418274,5
The Hunger Games: Mockingjay - Part 1,Red Sonja,0.33344706892967224,6
The Hunger Games: Mockingjay - Part 1,The Dictator,0.32148057222366333,7
The Hunger Games: Mockingjay - Part 1,Delgo,0.3124031126499176,8
The Hunger Games: Mockingjay - Part 1,Machete,0.31128156185150146,9
The Hunger Games: Mockingjay - Part 1,Lincoln,0.3053256571292877,10
The Da Vinci Code,Angels & Demons,0.6521482467651367,1
The Da Vinci Code,Indiana Jones and the Last Crusade,0.44537875056266785,2
The Da Vinci Code,Anatomy,0.43832889199256897,3
The Da Vinci Code,Hudson Hawk,0.43756577372550964,4
The Da Vinci Code,The Vatican Tapes,0.43038228154182434,5
The Da Vinci Code,The Order,0.42310506105422974,6
The Da Vinci Code,Irreversible,0.40626683831214905,7
The Da Vinci Code,Warlock,0.40617936849594116,8
The Da Vinci Code,Frailty,0.40167826414108276,9
The Da Vinci Code,Mortdecai,0.40041136741638184,10
Rio 2,Rio,0.5229505896568298,1
Rio 2,George of the Jungle,0.47204723954200745,2
Rio 2,The Rundown,0.4619573950767517,3
Rio 2,The Blue Butterfly,0.46022000908851624,4
Rio 2,Bambi,0.45891568064689636,5
Rio 2,Trash,0.44941115379333496,6
Rio 2,The Brave Little Toaster,0.4353139102458954,7
Rio 2,The Jungle Book 2,0.4335212707519531,8
Rio 2,Rush Hour 2,0.43250715732574463,9
Rio 2,Elling,0.43235984444618225,10
X2,X-Men: The Last Stand,0.7229748368263245,1
X2,X-Men: First Class,0.7017223238945007,2
X2,X-Men,0.6706072688102722,3
X2,X-Men Origins: Wolverine,0.6060479283332825,4
X2,X-Men: Apocalypse,0.6001725792884827,5
X2,The Wolverine,0.501176118850708,6
X2,X-Men: Days of Future Past,0.4808083772659302,7
X2,Jimmy Neutron: Boy Genius,0.470488578081131,8
X2,The Ghastly Love of Johnny X,0.432983934879303,9
X2,Hulk,0.4321238398551941,10
Fast Five,The Fast and the Furious,0.5045127868652344,1
Fast Five,In the Valley of Elah,0.45805320143699646,2
Fast Five,After the Sunset,0.43783965706825256,3
Fast Five,2 Fast 2 Furious,0.4207068681716919,4
Fast Five,The Wash,0.4187310039997101,5
Fast Five,Ocean's Twelve,0.4139883816242218,6
Fast Five,The Three Burials of Melquiades Estrada,0.410470575094223,7
Fast Five,S.W.A.T.,0.4048784375190735,8
Fast Five,The Last Stand,0.40395793318748474,9
Fast Five,The Rainmaker,0.39861008524894714,10
Sherlock Holmes: A Game of Shadows,Young Sherlock Holmes,0.5626537799835205,1
Sherlock Holmes: A Game of Shadows,Sherlock Holmes,0.508212685585022,2
Sherlock Holmes: A Game of Shadows,Good Will Hunting,0.47442638874053955,3
Sherlock Holmes: A Game of Shadows,Eye of the Beholder,0.43913763761520386,4
Sherlock Holmes: A Game of Shadows,Suspect Zero,0.4386034607887268,5
Sherlock Holmes: A Game of Shadows,Minority Report,0.4379096031188965,6
Sherlock Holmes: A Game of Shadows,Parker,0.4354808032512665,7
Sherlock Holmes: A Game of Shadows,Copycat,0.4325259327888489,8
Sherlock Holmes: A Game of Shadows,Edge of Darkness,0.42900553345680237,9
Sherlock Holmes: A Game of Shadows,Saw V,0.42892909049987793,10
Clash of the Titans,Wrath of the Titans,0.6287747025489807,1
Clash of the Titans,Percy Jackson & the Olympians: The Lightning Thief,0.5182539820671082,2
Clash of the Titans,Immortals,0.5121306777000427,3
Clash of the Titans,Hercules,0.4893367290496826,4
Clash of the Titans,The Legend of Hercules,0.4712855815887451,5
Clash of the Titans,Man of Steel,0.4697006940841675,6
Clash of the Titans,Walter,0.46818026900291443,7
Clash of the Titans,Queen of the Damned,0.4531730115413666,8
Clash of the Titans,Little Nicky,0.44696688652038574,9
Clash of the Titans,Thor,0.43802812695503235,10
Total Recall,The Thirteenth Floor,0.5120697617530823,1
Total Recall,The Pursuit of Happyness,0.47020992636680603,2
Total Recall,The Matrix,0.4529527723789215,3
Total Recall,Transcendence,0.43886545300483704,4
Total Recall,2001: A Space Odyssey,0.43388473987579346,5
Total Recall,The Astronaut Farmer,0.42432257533073425,6
Total Recall,Good Kill,0.4221195578575134,7
Total Recall,WarGames,0.4179484248161316,8
Total Recall,Mission: Impossible II,0.4160073399543762,9
Total Recall,Antitrust,0.4155513346195221,10
The 13th Warrior,Standard Operating Procedure,0.44096294045448303,1
The 13th Warrior,Kingdom of Heaven,0.43150708079338074,2
The 13th Warrior,George and the Dragon,0.42935439944267273,3
The 13th Warrior,Beowulf,0.420838326215744,4
The 13th Warrior,Arn: The Knight Templar,0.4143714904785156,5
The 13th Warrior,The Hobbit: The Battle of the Five Armies,0.4021337628364563,6
The 13th Warrior,Ajami,0.39598146080970764,7
The 13th Warrior,How to Train Your Dragon,0.39326855540275574,8
The 13th Warrior,March or Die,0.38809487223625183,9
The 13th Warrior,Exorcist: The Beginning,0.3826428949832916,10
The Bourne Legacy,The Bourne Identity,0.6642078161239624,1
The Bourne Legacy,The Bourne Supremacy,0.652955949306488,2
The Bourne Legacy,The Bourne Ultimatum,0.5968812704086304,3
The Bourne Legacy,Alex Cross,0.5465962886810303,4
The Bourne Legacy,Body of Lies,0.49198150634765625,5
The Bourne Legacy,Jason Bourne,0.4910171627998352,6
The Bourne Legacy,Safe House,0.4888070821762085,7
The Bourne Legacy,Friday the 13th Part VI: Jason Lives,0.48699045181274414,8
The Bourne Legacy,Patriot Games,0.47885698080062866,9
The Bourne Legacy,Friday the 13th: A New Beginning,0.4749455451965332,10
Batman & Robin,Batman Forever,0.6000643968582153,1
Batman & Robin,Batman v Superman: Dawn of Justice,0.5780128240585327,2
Batman & Robin,Batman,0.5709547996520996,3
Batman & Robin,The Dark Knight,0.5676667094230652,4
Batman & Robin,"Batman: The Dark Knight Returns, Part 2",0.5290050506591797,5
Batman & Robin,Batman Returns,0.5092769265174866,6
Batman & Robin,Batman Begins,0.5044570565223694,7
Batman & Robin,The Dark Knight Rises,0.4629715383052826,8
Batman & Robin,Brick Mansions,0.46287909150123596,9
Batman & Robin,Megamind,0.4620291590690613,10
How the Grinch Stole Christmas,The Muppet Christmas Carol,0.4832208454608917,1
How the Grinch Stole Christmas,A Christmas Carol,0.4707055687904358,2
How the Grinch Stole Christmas,Love Actually,0.46575286984443665,3
How the Grinch Stole Christmas,Elf,0.4309461712837219,4
How the Grinch Stole Christmas,Bad Santa,0.4234101474285126,5
How the Grinch Stole Christmas,The Santa Clause,0.4102872908115387,6
How the Grinch Stole Christmas,The Christmas Bunny,0.4077910780906677,7
How the Grinch Stole Christmas,The Family Stone,0.4052392840385437,8
How the Grinch Stole Christmas,Scrooged,0.4005543887615204,9
How the Grinch Stole Christmas,Krampus,0.3993622660636902,10
The Day After Tomorrow,Antarctic Edge: 70° South,0.5854994654655457,1
The Day After Tomorrow,Mutant World,0.527442455291748,2
The Day After Tomorrow,An Inconvenient Truth,0.514805257320404,3
The Day After Tomorrow,2012,0.4995605945587158,4
The Day After Tomorrow,Time to Choose,0.4816443920135498,5
The Day After Tomorrow,The Hotel New Hampshire,0.4520353376865387,6
The Day After Tomorrow,Snowpiercer,0.44020727276802063,7
The Day After Tomorrow,Into the Storm,0.4364609718322754,8
The Day After Tomorrow,The Core,0.434652715921402,9
The Day After Tomorrow,The Mothman Prophecies,0.4330677092075348,10
Mission: Impossible II,Mission: Impossible,0.6235712170600891,1
Mission: Impossible II,Mission: Impossible III,0.6104505658149719,2
Mission: Impossible II,Machete Kills,0.5149641633033752,3
Mission: Impossible II,Body of Lies,0.5106917023658752,4
Mission: Impossible II,Mission: Impossible - Ghost Protocol,0.5052703619003296,5
Mission: Impossible II,Red Dragon,0.499992698431015,6
Mission: Impossible II,Mission: Impossible - Rogue Nation,0.4941388666629791,7
Mission: Impossible II,Swordfish,0.4801138639450073,8
Mission: Impossible II,The Silence of the Lambs,0.4790845215320587,9
Mission: Impossible II,Criminal,0.4777640402317047,10
The Perfect Storm,Triangle,0.5239519476890564,1
The Perfect Storm,The River Wild,0.4991833567619324,2
The Perfect Storm,Grabbers,0.4512510895729065,3
The Perfect Storm,Ondine,0.43678319454193115,4
The Perfect Storm,The Hotel New Hampshire,0.4311720132827759,5
The Perfect Storm,Sharknado,0.42227494716644287,6
The Perfect Storm,A Perfect Getaway,0.41652873158454895,7
The Perfect Storm,Abandoned,0.3923112154006958,8
The Perfect Storm,The Boat That Rocked,0.39056044816970825,9
The Perfect Storm,Poseidon,0.3889737129211426,10
Fantastic 4: Rise of the Silver Surfer,Spider-Man 3,0.5127096176147461,1
Fantastic 4: Rise of the Silver Surfer,Megamind,0.510198175907135,2
Fantastic 4: Rise of the Silver Surfer,Austin Powers in Goldmember,0.4698694050312042,3
Fantastic 4: Rise of the Silver Surfer,Austin Powers: The Spy Who Shagged Me,0.45727118849754333,4
Fantastic 4: Rise of the Silver Surfer,The Covenant,0.43109092116355896,5
Fantastic 4: Rise of the Silver Surfer,Mortal Kombat,0.42267146706581116,6
Fantastic 4: Rise of the Silver Surfer,American Hero,0.41957229375839233,7
Fantastic 4: Rise of the Silver Surfer,Shin Godzilla,0.4182948172092438,8
Fantastic 4: Rise of the Silver Surfer,Kick-Ass 2,0.4175555408000946,9
Fantastic 4: Rise of the Silver Surfer,The Chronicles of Riddick,0.41192537546157837,10
Life of Pi,Dolphin Tale,0.5532801747322083,1
Life of Pi,The Squid and the Whale,0.5448653697967529,2
Life of Pi,The Jungle Book,0.5387401580810547,3
Life of Pi,Zookeeper,0.5188220739364624,4
Life of Pi,George of the Jungle,0.51601642370224,5
Life of Pi,Legends of the Fall,0.5074335932731628,6
Life of Pi,The Indian in the Cupboard,0.5055144429206848,7
Life of Pi,Jungle Shuffle,0.4965749680995941,8
Life of Pi,The Blue Butterfly,0.49563324451446533,9
Life of Pi,The Return,0.49428892135620117,10
Ghost Rider,Ghost Rider: Spirit of Vengeance,0.5489464998245239,1
Ghost Rider,The Dead Zone,0.5458507537841797,2
Ghost Rider,The Italian Job,0.47945597767829895,3
Ghost Rider,Biutiful,0.41915416717529297,4
Ghost Rider,Supercross,0.41418471932411194,5
Ghost Rider,Casper,0.40809085965156555,6
Ghost Rider,White Noise 2: The Light,0.40723904967308044,7
Ghost Rider,Pirates of the Caribbean: Dead Man's Chest,0.4050750136375427,8
Ghost Rider,The Final Destination,0.40111592411994934,9
Ghost Rider,Speedway Junky,0.40044423937797546,10
Jason Bourne,Safe House,0.6347531080245972,1
Jason Bourne,J. Edgar,0.5903348326683044,2
Jason Bourne,The November Man,0.5850836634635925,3
Jason Bourne,Tinker Tailor Soldier Spy,0.5776837468147278,4
Jason Bourne,3 Days to Kill,0.5706673264503479,5
Jason Bourne,Bad Company,0.5681707859039307,6
Jason Bourne,Chain of Command,0.5576262474060059,7
Jason Bourne,Memoirs of an Invisible Man,0.5553696751594543,8
Jason Bourne,The Sentinel,0.5351774096488953,9
Jason Bourne,Area 51,0.5344146490097046,10
Charlie's Angels: Full Throttle,On The Downlow,0.47389209270477295,1
Charlie's Angels: Full Throttle,The Canyons,0.4650914967060089,2
Charlie's Angels: Full Throttle,2 Guns,0.4548878073692322,3
Charlie's Angels: Full Throttle,City of Angels,0.4488812983036041,4
Charlie's Angels: Full Throttle,White Chicks,0.43331047892570496,5
Charlie's Angels: Full Throttle,Kill Bill: Vol. 1,0.42733848094940186,6
Charlie's Angels: Full Throttle,Pride and Glory,0.42721226811408997,7
Charlie's Angels: Full Throttle,Eraser,0.42503321170806885,8
Charlie's Angels: Full Throttle,Ronin,0.4243551194667816,9
Charlie's Angels: Full Throttle,The Prophecy,0.4235839247703552,10
Prometheus,Interstellar,0.6240870356559753,1
Prometheus,Fantastic Four,0.5396485924720764,2
Prometheus,Skyline,0.5339686870574951,3
Prometheus,Independence Daysaster,0.5324093103408813,4
Prometheus,Planet of the Apes,0.5130286812782288,5
Prometheus,Quest for Fire,0.5121289491653442,6
Prometheus,Dawn of the Planet of the Apes,0.5017256140708923,7
Prometheus,Mutant World,0.5003949403762817,8
Prometheus,Star Trek Beyond,0.4987768828868866,9
Prometheus,Tomorrowland,0.4968528151512146,10
Stuart Little 2,Stuart Little,0.6315298676490784,1
Stuart Little 2,The Spiderwick Chronicles,0.47764140367507935,2
Stuart Little 2,Madagascar 3: Europe's Most Wanted,0.4677574932575226,3
Stuart Little 2,The Nut Job,0.4605095088481903,4
Stuart Little 2,Pete's Dragon,0.4271368384361267,5
Stuart Little 2,Secondhand Lions,0.4207218289375305,6
Stuart Little 2,Killer Elite,0.41984453797340393,7
Stuart Little 2,Keanu,0.4165140986442566,8
Stuart Little 2,Thunder and the House of Magic,0.41618940234184265,9
Stuart Little 2,Pan,0.41303613781929016,10
Elysium,Battlefield Earth,0.4843365550041199,1
Elysium,Children of Men,0.45700719952583313,2
Elysium,Lost in Space,0.4422459602355957,3
Elysium,Gattaca,0.4412197768688202,4
Elysium,Idiocracy,0.43505972623825073,5
Elysium,Men in Black,0.43356120586395264,6
Elysium,The Inhabited Island,0.42749911546707153,7
Elysium,Capricorn One,0.42694082856178284,8
Elysium,Journey to Saturn,0.4263116121292114,9
Elysium,Æon Flux,0.42538535594940186,10
The Chronicles of Riddick,Riddick,0.7175624966621399,1
The Chronicles of Riddick,Pitch Black,0.604882001876831,2
The Chronicles of Riddick,Serenity,0.4817647635936737,3
The Chronicles of Riddick,The Incredible Hulk,0.47757330536842346,4
The Chronicles of Riddick,Predators,0.4717157483100891,5
The Chronicles of Riddick,Austin Powers: The Spy Who Shagged Me,0.4654909074306488,6
The Chronicles of Riddick,Megamind,0.46186989545822144,7
The Chronicles of Riddick,Thor: The Dark World,0.43906036019325256,8
The Chronicles of Riddick,Planet of the Apes,0.43635934591293335,9
The Chronicles of Riddick,Tomorrow Never Dies,0.4317196309566498,10
RoboCop,RoboCop 3,0.6528072953224182,1
RoboCop,"I, Robot",0.5575945377349854,2
RoboCop,Surrogates,0.48760005831718445,3
RoboCop,Sky Captain and the World of Tomorrow,0.4868558645248413,4
RoboCop,Automata,0.4653709828853607,5
RoboCop,Robots,0.46072086691856384,6
RoboCop,Machete Kills,0.45009660720825195,7
RoboCop,Terminator Salvation,0.4397163391113281,8
RoboCop,Team America: World Police,0.43715715408325195,9
RoboCop,The Terminator,0.4186048209667206,10
Speed Racer,Need for Speed,0.569290041923523,1
Speed Racer,Death Race 2000,0.4795945882797241,2
Speed Racer,Speedway Junky,0.47308194637298584,3
Speed Racer,Days of Thunder,0.46452635526657104,4
Speed Racer,Rat Race,0.45423176884651184,5
Speed Racer,Racing Stripes,0.44706177711486816,6
Speed Racer,Action Jackson,0.44569259881973267,7
Speed Racer,Cars,0.4395427107810974,8
Speed Racer,Cars 2,0.42804110050201416,9
Speed Racer,Contraband,0.42648860812187195,10
How Do You Know,Lisa Picard Is Famous,0.539100170135498,1
How Do You Know,Abandon,0.5038514733314514,2
How Do You Know,For Love of the Game,0.502219021320343,3
How Do You Know,Friends with Money,0.5000869035720825,4
How Do You Know,Fever Pitch,0.4990760385990143,5
How Do You Know,Summer Catch,0.4953441023826599,6
How Do You Know,Bella,0.49278444051742554,7
How Do You Know,Love & Basketball,0.4871346354484558,8
How Do You Know,Must Love Dogs,0.48391586542129517,9
How Do You Know,Blonde Ambition,0.48203083872795105,10
Knight and Day,Closer,0.670396625995636,1
Knight and Day,Angel Eyes,0.6477037072181702,2
Knight and Day,Something Wicked,0.6105002760887146,3
Knight and Day,The Incredibly True Adventure of Two Girls In Love,0.5727307200431824,4
Knight and Day,Next Stop Wonderland,0.5696624517440796,5
Knight and Day,Adulterers,0.5548152327537537,6
Knight and Day,Identity Thief,0.5543326735496521,7
Knight and Day,Entrapment,0.5521447658538818,8
Knight and Day,Transsiberian,0.5479676127433777,9
Knight and Day,Why Did I Get Married?,0.5441967248916626,10
Oblivion,A Thousand Words,0.5264809727668762,1
Oblivion,Jack Ryan: Shadow Recruit,0.49759384989738464,2
Oblivion,Aloha,0.48637855052948,3
Oblivion,Harper,0.4787566363811493,4
Oblivion,Ladder 49,0.47264954447746277,5
Oblivion,Die Hard 2,0.46720650792121887,6
Oblivion,Good Kill,0.4654357135295868,7
Oblivion,Fun with Dick and Jane,0.459481418132782,8
Oblivion,Patriot Games,0.44849905371665955,9
Oblivion,Behind Enemy Lines,0.4465526342391968,10
Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode II - Attack of the Clones,0.6554200053215027,1
Star Wars: Episode III - Revenge of the Sith,Star Wars: Clone Wars: Volume 1,0.6178666949272156,2
Star Wars: Episode III - Revenge of the Sith,The Empire Strikes Back,0.6175939440727234,3
Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode I - The Phantom Menace,0.5836900472640991,4
Star Wars: Episode III - Revenge of the Sith,Return of the Jedi,0.4883054494857788,5
Star Wars: Episode III - Revenge of the Sith,Star Wars,0.48632270097732544,6
Star Wars: Episode III - Revenge of the Sith,Godsend,0.3809148967266083,7
Star Wars: Episode III - Revenge of the Sith,The Prince of Egypt,0.36192786693573,8
Star Wars: Episode III - Revenge of the Sith,Mortal Kombat: Annihilation,0.35591229796409607,9
Star Wars: Episode III - Revenge of the Sith,Spaceballs,0.3534831404685974,10
Star Wars: Episode II - Attack of the Clones,Star Wars: Episode III - Revenge of the Sith,0.6554200053215027,1
Star Wars: Episode II - Attack of the Clones,Star Wars: Episode I - The Phantom Menace,0.5248710513114929,2
Star Wars: Episode II - Attack of the Clones,The Empire Strikes Back,0.48500344157218933,3
Star Wars: Episode II - Attack of the Clones,Return of the Jedi,0.44340044260025024,4
Star Wars: Episode II - Attack of the Clones,Star Wars,0.4178200960159302,5
Star Wars: Episode II - Attack of the Clones,Star Wars: Clone Wars: Volume 1,0.4139573574066162,6
Star Wars: Episode II - Attack of the Clones,Rambo III,0.4069880247116089,7
Star Wars: Episode II - Attack of the Clones,The Magic Flute,0.38734889030456543,8
Star Wars: Episode II - Attack of the Clones,Rambo: First Blood Part II,0.3655129671096802,9
Star Wars: Episode II - Attack of the Clones,Force 10 from Navarone,0.34315353631973267,10
"Monsters, Inc.",Halloween 4: The Return of Michael Myers,0.4831220209598541,1
"Monsters, Inc.",A Nightmare on Elm Street Part 2: Freddy's Revenge,0.46475401520729065,2
"Monsters, Inc.",Run All Night,0.4472953677177429,3
"Monsters, Inc.",Road to Perdition,0.44276097416877747,4
"Monsters, Inc.",Gremlins 2: The New Batch,0.43325501680374146,5
"Monsters, Inc.",Halloween: Resurrection,0.42901280522346497,6
"Monsters, Inc.",Freddy vs. Jason,0.4276483654975891,7
"Monsters, Inc.",Monsters University,0.4269970953464508,8
