movie,pagerank
lethal weapon 3 (1992),0.00032670579245598115
delicatessen (1991),0.0003260578289374401
unforgiven (1992),0.0003252869237269483
west side story (1961),0.000324925461576376
man on the moon (1999),0.0003237570547301247
barb wire (1996),0.00032360429011342
charlie and the chocolate factory (2005),0.00032169560984916877
wolf (1994),0.0003183021807268251
superbad (2007),0.0003178261067692521
hannibal (2001),0.00031763880009059997
serenity (2005),0.00031759143894063784
old boy (2003),0.00031664374022587026
heathers (1989),0.0003161491436429995
kalifornia (1993),0.0003161246327794131
romy and michele's high school reunion (1997),0.0003158556238339096
sudden death (1995),0.0003154277994672966
harry potter and the deathly hallows: part 2 (2011),0.0003152769339239919
stranger than fiction (2006),0.00031487033230656223
"ring, the (2002)",0.00031418854405193124
magnolia (1999),0.0003137318274697452
sliver (1993),0.0003129839707844589
murder in the first (1995),0.00031274090636809683
she's all that (1999),0.00031227381909360925
flirting with disaster (1996),0.0003122377221216923
eat drink man woman (yin shi nan nu) (1994),0.0003118328148694188
unbreakable (2000),0.00031132266438631154
jackie brown (1997),0.0003110611041902369
what women want (2000),0.00031096161490749857
"brothers mcmullen, the (1995)",0.0003109025884408494
ben-hur (1959),0.000309900782582144
"third man, the (1949)",0.000309806339441486
gangs of new york (2002),0.0003077714777198807
the machinist (2004),0.00030738778012128393
canadian bacon (1995),0.0003061320280311039
predator (1987),0.00030601684035360543
barcelona (1994),0.00030485764919338136
bringing up baby (1938),0.0003047011192047516
evil dead ii (dead by dawn) (1987),0.0003045635732260068
"manchurian candidate, the (1962)",0.0003039941483958307
lord of war (2005),0.0003031621329444106
harold and maude (1971),0.0003026569912235254
harry potter and the order of the phoenix (2007),0.00030258493053354546
lara croft: tomb raider (2001),0.00030220906370090285
(500) days of summer (2009),0.00030144896429737416
it could happen to you (1994),0.00030133035669474627
"curious case of benjamin button, the (2008)",0.0003005603133150043
manhattan murder mystery (1993),0.00030039687053791105
"rocketeer, the (1991)",0.0003003877841889824
insomnia (2002),0.00029999397027588457
sleepers (1996),0.00029963636840978834
glory (1989),0.00029905874566763977
"man in the iron mask, the (1998)",0.0002990492684502854
kung fu panda (2008),0.0002981740888262101
jury duty (1995),0.00029790658344375
"wes craven's new nightmare (nightmare on elm street part 7: freddy's finale, a) (1994)",0.0002978328389720171
chocolat (2000),0.0002977259493761975
"thomas crown affair, the (1999)",0.00029714881040797847
"next karate kid, the (1994)",0.00029607940309096304
"hitchhiker's guide to the galaxy, the (2005)",0.0002960134065961283
adaptation (2002),0.00029593723051570393
bedknobs and broomsticks (1971),0.0002956402756500577
deadpool (2016),0.0002954870784655798
dead man (1995),0.0002954838590613253
inside out (2015),0.0002954169101947509
taken (2008),0.00029495274317419543
it happened one night (1934),0.0002949162485368059
just cause (1995),0.0002942485810757025
"perfect world, a (1993)",0.0002939358997148224
"arrival, the (1996)",0.00029314715323345105
goldfinger (1964),0.0002928796718275555
"man without a face, the (1993)",0.00029173537736362895
zombieland (2009),0.0002910925007597667
the count of monte cristo (2002),0.00029092541424420777
strictly ballroom (1992),0.000290005519339151
in bruges (2008),0.0002899397942367047
beauty of the day (belle de jour) (1967),0.0002889219113087262
dune (1984),0.0002885909539367928
"thin red line, the (1998)",0.00028822558871164825
"prophecy, the (1995)",0.0002880709112148539
"player, the (1992)",0.0002879699925283732
gandhi (1982),0.0002878062736644711
garden state (2004),0.00028740564787084423
alien: resurrection (1997),0.00028714653844426504
nick of time (1995),0.00028645782759805215
hollow man (2000),0.0002856512262501908
once upon a time in the west (c'era una volta il west) (1968),0.0002854269240259794
lethal weapon 2 (1989),0.00028511432954790534
madagascar (2005),0.0002846519766692436
"grifters, the (1990)",0.0002844797774173683
babe: pig in the city (1998),0.00028411195858984176
"shadow, the (1994)",0.0002831999310256576
"day the earth stood still, the (1951)",0.0002825562709818722
"neverending story, the (1984)",0.0002822925846969035
"frighteners, the (1996)",0.0002818627143612602
star trek v: the final frontier (1989),0.00028181162385232654
serial mom (1994),0.000281555229788103
"last of the mohicans, the (1992)",0.00028031098707240876
pay it forward (2000),0.0002796399437403266
equilibrium (2002),0.0002791893976123949
nobody's fool (1994),0.00027889848943057883
boxing helena (1993),0.0002788469250288581
"misérables, les (1995)",0.00027837776797982747
i know what you did last summer (1997),0.00027808590295398623
"fox and the hound, the (1981)",0.0002763460402663617
anchorman: the legend of ron burgundy (2004),0.00027603345783497405
training day (2001),0.0002754749722475481
pearl harbor (2001),0.00027469663808838465
out of sight (1998),0.0002742235532630598
once were warriors (1994),0.00027394605600166225
walk the line (2005),0.0002736912605598515
howl's moving castle (hauru no ugoku shiro) (2004),0.00027222437953576496
miller's crossing (1990),0.0002708869069524426
gran torino (2008),0.0002695253372322413
mr. smith goes to washington (1939),0.00026944908274772176
whiplash (2014),0.00026868789652067447
dr. dolittle (1998),0.0002686348192421596
"lives of others, the (das leben der anderen) (2006)",0.0002673352615128631
bowfinger (1999),0.00026699024777274453
iron man 2 (2010),0.00026671851837095374
something to talk about (1995),0.00026636753275071496
ever after: a cinderella story (1998),0.0002662929984687167
saw (2004),0.0002653716722938974
angels in the outfield (1994),0.00026530725237668227
rush hour 2 (2001),0.0002647866280707567
beavis and butt-head do america (1996),0.00026376984305142654
collateral (2004),0.0002636084145506338
man on fire (2004),0.00026294617427807007
enemy at the gates (2001),0.0002628037783175689
mystery men (1999),0.00026197956424158235
short cuts (1993),0.0002616083751318443
planet of the apes (2001),0.0002600380740090142
"ghost and the darkness, the (1996)",0.00025984610296781753
rounders (1998),0.00025803351342075764
jack (1996),0.00025772610731178034
road to perdition (2002),0.00025763084398034493
"fast and the furious, the (2001)",0.00025756034197852226
persuasion (1995),0.00025727196286059475
fatal instinct (1993),0.00025699863666755123
what's love got to do with it? (1993),0.0002559413173109346
roger & me (1989),0.0002553045444951989
dracula (bram stoker's dracula) (1992),0.0002552003375577217
spider-man 3 (2007),0.0002546422782664857
scream 2 (1997),0.0002543969412514459
witness (1985),0.0002543378479479514
limitless (2011),0.0002535335562253703
the hunger games (2012),0.0002532189762873419
pirates of the caribbean: at world's end (2007),0.0002530685127074403
"seventh seal, the (sjunde inseglet, det) (1957)",0.00025270167534228386
wedding crashers (2005),0.0002525593949495702
"day after tomorrow, the (2004)",0.0002521056610595953
guardians of the galaxy 2 (2017),0.0002511505159309448
fried green tomatoes (1991),0.00025111368474431053
star trek: insurrection (1998),0.0002504284740806224
"producers, the (1968)",0.00025015139301220784
homeward bound ii: lost in san francisco (1996),0.00024948283055181616
arrival (2016),0.00024919848882810035
rebecca (1940),0.0002491738502775454
splash (1984),0.00024888859554621326
made in america (1993),0.0002488410252646902
"beach, the (2000)",0.00024818540953306403
american pie 2 (2001),0.00024738899673442153
x-men: the last stand (2006),0.0002472865059341117
village of the damned (1995),0.00024691434813268543
thor: ragnarok (2017),0.00024646566506761824
peter pan (1953),0.0002463524264983519
ronin (1998),0.00024558110475824844
borat: cultural learnings of america for make benefit glorious nation of kazakhstan (2006),0.0002451414363646472
entrapment (1999),0.00024493261531835725
exotica (1994),0.00024338586272470278
into the wild (2007),0.00024307237549217123
lilo & stitch (2002),0.0002430099441854055
american gangster (2007),0.00024294933396394133
blazing saddles (1974),0.0002429468365066979
pride & prejudice (2005),0.00024254442416611543
zootopia (2016),0.0002423380454258576
robin hood (1973),0.00024170912918061927
highlander iii: the sorcerer (a.k.a. highlander: the final dimension) (1994),0.00024080575959729906
homeward bound: the incredible journey (1993),0.00024069505079809538
"hate (haine, la) (1995)",0.00024025964207594126
stripes (1981),0.00024023693445273937
my cousin vinny (1992),0.000239637248008834
moulin rouge (2001),0.0002394551017079092
"lawnmower man, the (1992)",0.00023882257764836604
"grand budapest hotel, the (2014)",0.0002387269243709915
ready to wear (pret-a-porter) (1994),0.00023847973020692644
final fantasy: the spirits within (2001),0.00023838561351751376
"island of dr. moreau, the (1996)",0.00023776118223423076
planet of the apes (1968),0.00023689906003143235
"definitely, maybe (2008)",0.0002363658720749662
vampire in brooklyn (1995),0.00023636257168282965
sherlock holmes (2009),0.0002357751297094688
home for the holidays (1995),0.0002356961729166563
pink floyd: the wall (1982),0.00023558771075942491
"age of innocence, the (1993)",0.00023556454294017937
better off dead... (1985),0.00023477515842821247
tales from the crypt presents: demon knight (1995),0.00023455618640471956
henry v (1989),0.00023441390886199133
"kid in king arthur's court, a (1995)",0.00023428643187464125
free willy 2: the adventure home (1995),0.00023412685940772286
dante's peak (1997),0.0002335588799659865
"godfather: part iii, the (1990)",0.00023320041785656633
robin hood: prince of thieves (1991),0.00023310741264850987
waking ned devine (a.k.a. waking ned) (1998),0.00023212874760648685
about a boy (2002),0.00023208550719341692
anastasia (1997),0.00023157147460483847
troy (2004),0.0002314400560070243
arachnophobia (1990),0.00023132561147800291
never been kissed (1999),0.00023080894419602032
daylight (1996),0.00023070455083620245
panic room (2002),0.00022998837955704493
unstrung heroes (1995),0.00022993088863880026
"downfall (untergang, der) (2004)",0.00022988436641270958
clean slate (1994),0.00022957650654918804
fatal attraction (1987),0.0002294950133275801
"jerk, the (1979)",0.00022942137917403906
easy a (2010),0.00022871062692723134
hulk (2003),0.0002285847680398164
forgetting sarah marshall (2008),0.00022827941807530548
george of the jungle (1997),0.00022822546965205109
superman (1978),0.00022751663789795308
chasing liberty (2004),0.00022682428566180872
pushing tin (1999),0.00022667279241042387
scent of a woman (1992),0.00022649084009010025
the martian (2015),0.000226463148392086
father of the bride (1950),0.00022495281668498846
labyrinth (1986),0.0002245716029135622
street fighter (1994),0.00022437193647544562
superman ii (1980),0.00022411270523564335
watchmen (2009),0.00022391677582220233
"saint, the (1997)",0.00022367822390680913
october sky (1999),0.00022343622748549583
chain reaction (1996),0.00022326955615600835
red rock west (1992),0.00022315090658214383
modern times (1936),0.00022279779504898805
"holiday, the (2006)",0.0002226990705602922
son in law (1993),0.00022244985466163958
l.a. story (1991),0.0002220931634414852
crocodile dundee (1986),0.000221719915637056
shanghai noon (2000),0.00022133878350802437
"french connection, the (1971)",0.00022058495184652119
meet me in st. louis (1944),0.00022054590132252461
lost in space (1998),0.00022003822851300524
knocked up (2007),0.00021972511427904246
mary reilly (1996),0.00021953571879716383
mission to mars (2000),0.0002190781584952577
gremlins (1984),0.0002186341469657194
glengarry glen ross (1992),0.00021768234724814974
menace ii society (1993),0.00021727241966399975
x-men: first class (2011),0.0002171351940763355
crash (2004),0.0002165377173998086
"insider, the (1999)",0.00021636293046967375
beautiful girls (1996),0.00021606836798822505
grease 2 (1982),0.00021601264387264668
black beauty (1994),0.0002158854330839392
"crow: city of angels, the (1996)",0.00021587654870498338
gone girl (2014),0.00021554656707445152
remember the titans (2000),0.00021514465072729956
balto (1995),0.00021505666655868488
27 dresses (2008),0.000214531914496986
malice (1993),0.00021452396182488226
terms of endearment (1983),0.00021380926052067472
lord of illusions (1995),0.00021371463453409803
cops and robbersons (1994),0.00021331329109446713
despicable me (2010),0.00021329292939785966
vanilla sky (2001),0.00021306277152458651
"killing fields, the (1984)",0.00021214404722718486
close encounters of the third kind (1977),0.00021159077881628062
"walk to remember, a (2002)",0.00021130868099164402
"emperor's new groove, the (2000)",0.00021120164013758823
city of angels (1998),0.0002109797392451088
tom and huck (1995),0.0002108444250812089
restoration (1995),0.0002106987371515722
"professional, the (le professionnel) (1981)",0.00021046598422140968
spawn (1997),0.00020974730597069383
"american werewolf in london, an (1981)",0.00020953639988107668
police academy (1984),0.00020944109380949548
tangled (2010),0.00020931022369399975
american graffiti (1973),0.00020885189328972276
shall we dance? (shall we dansu?) (1996),0.00020800078699364865
his girl friday (1940),0.000207962349966284
tarzan (1999),0.0002076731625744975
wild things (1998),0.00020676217579072568
duck soup (1933),0.00020666841486518926
"addams family, the (1991)",0.00020658029530921018
"sex, lies, and videotape (1989)",0.00020605976845611843
lawnmower man 2: beyond cyberspace (1996),0.00020582102183312845
coyote ugly (2000),0.00020515846978649203
"fly, the (1986)",0.00020426529176728543
tropic thunder (2008),0.00020411809386379164
finding neverland (2004),0.00020410862552209868
laputa: castle in the sky (tenkû no shiro rapyuta) (1986),0.00020384627318031448
touch of evil (1958),0.00020329334629248647
in & out (1997),0.0002023184709897063
dog day afternoon (1975),0.0002022094770381188
frozen (2013),0.00020191426668214992
pretty in pink (1986),0.00020151619429408424
forbidden planet (1956),0.00020150234073269138
fast times at ridgemont high (1982),0.00020098146643283062
under siege (1992),0.00020048470924525548
"parent trap, the (1998)",0.00020028198912988256
strangers on a train (1951),0.0002001186974097633
"last emperor, the (1987)",0.00019986466678689898
wayne's world (1992),0.00019960415229846101
"jerky boys, the (1995)",0.00019928029487558478
scary movie (2000),0.0001991433830808736
harold and kumar go to white castle (2004),0.00019856154464932614
romancing the stone (1984),0.00019824277821515237
dunston checks in (1996),0.00019799012284286361
"talented mr. ripley, the (1999)",0.0001968805925735513
"phantom, the (1996)",0.00019671258445143477
patriot games (1992),0.00019625550436532823
conan the barbarian (1982),0.00019589775274841983
source code (2011),0.00019547423080471392
risky business (1983),0.00019523906676996038
"streetcar named desire, a (1951)",0.0001945954553737292
"prince of egypt, the (1998)",0.00019423015043319478
8 mile (2002),0.0001937322452357911
swimming with sharks (1995),0.0001934680275648534
"nightmare on elm street, a (1984)",0.00019286189316317312
death and the maiden (1994),0.00019232854039650832
"little rascals, the (1994)",0.0001919586043146357
deep blue sea (1999),0.00019123669124443188
do the right thing (1989),0.00019063741709582946
"proposal, the (2009)",0.00019055797888114433
sirens (1994),0.00019030996905042147
now and then (1995),0.0001895244510414484
"wedding date, the (2005)",0.00018879708864902038
fahrenheit 9/11 (2004),0.00018859338913365577
some folks call it a sling blade (1993),0.00018735210360452186
"perfect storm, the (2000)",0.0001872734912150473
double jeopardy (1999),0.00018638903284780452
misery (1990),0.00018618922302044593
red dragon (2002),0.0001860616864361921
bend it like beckham (2002),0.00018606052721538562
existenz (1999),0.0001853920291951213
in the army now (1994),0.00018489988794208266
the lego movie (2014),0.00018448956145645989
"gods must be crazy, the (1980)",0.00018399151573886307
hard target (1993),0.00018384358298781256
bring it on (2000),0.00018382336422973977
8 1/2 (8½) (1963),0.00018373460857912385
broadcast news (1987),0.00018353915083505439
"boondock saints, the (2000)",0.00018317183873366852
when we were kings (1996),0.00018304795446535003
"scarlet letter, the (1995)",0.00018247810899912155
barbarella (1968),0.00018232019271213876
"wings of desire (himmel über berlin, der) (1987)",0.00018230215233963547
blown away (1994),0.000182300004226627
beverly hills cop (1984),0.0001820553395527198
mixed nuts (1994),0.00018181451736475505
chicago (2002),0.0001815664461573568
moon (2009),0.00018117054603216176
amores perros (love's a bitch) (2000),0.00018049920529559883
bed of roses (1996),0.00018043776785424726
inside man (2006),0.0001803179852364882
frequency (2000),0.0001802363695909736
road trip (2000),0.00017993382372839345
sherlock holmes: a game of shadows (2011),0.000179916800688501
secrets & lies (1996),0.00017976639395335172
paths of glory (1957),0.00017975179530316915
"peacemaker, the (1997)",0.0001795667718492487
"simpsons movie, the (2007)",0.00017936457349275017
shine (1996),0.0001791225121777374
in the mouth of madness (1995),0.00017898738315628608
jingle all the way (1996),0.0001789492970677339
there will be blood (2007),0.00017844280625315743
kicking and screaming (1995),0.00017813207250176445
phone booth (2002),0.00017801326665518584
blast from the past (1999),0.0001776369761158311
"dirty dozen, the (1967)",0.00017722772889853071
"nosferatu (nosferatu, eine symphonie des grauens) (1922)",0.00017667704402330288
her (2013),0.00017642715500957413
u-571 (2000),0.0001750370157226114
lucky number slevin (2006),0.00017489609293098773
spaceballs (1987),0.0001743192379566904
pete's dragon (1977),0.00017410725579716695
happiness (1998),0.00017386702524833637
"virgin suicides, the (1999)",0.00017382267982346105
"whole nine yards, the (2000)",0.00017380856780686567
cube (1997),0.0001737675408538545
"red violin, the (violon rouge, le) (1998)",0.00017311749070317154
"help, the (2011)",0.00017311264685730145
hocus pocus (1993),0.00017292502304065864
swordfish (2001),0.00017281553835690806
elf (2003),0.00017254847872067743
shadowlands (1993),0.0001722272193839683
speechless (1994),0.00017206632505466888
angels and insects (1995),0.00017157269233369088
private parts (1997),0.00017127693694171325
"iron giant, the (1999)",0.0001712381235673005
"borrowers, the (1997)",0.0001709155932126625
dogville (2003),0.00017057453029479554
fearless (1993),0.00017037325057557077
stuart little (1999),0.00017010126155778084
godzilla (1998),0.00017002513604235764
go (1999),0.00016999459290659128
halloween (1978),0.00016977821448544122
"babysitter, the (1995)",0.00016973882534533782
bolt (2008),0.00016954891915665243
king kong (1933),0.0001694723797922435
waiting to exhale (1995),0.0001693712034738255
gosford park (2001),0.00016923647073326017
star wars: episode vii - the force awakens (2015),0.00016906339601993937
"league of their own, a (1992)",0.0001690005704806824
time bandits (1981),0.00016885314468461816
"great dictator, the (1940)",0.00016876284000386522
"naked gun: from the files of police squad!, the (1988)",0.00016869498379952445
all about my mother (todo sobre mi madre) (1999),0.00016868441592248517
"mummy returns, the (2001)",0.00016855509574230477
jay and silent bob strike back (2001),0.000167423661935619
flight of the navigator (1986),0.00016739381790076288
"wild bunch, the (1969)",0.00016737486105990377
bob roberts (1992),0.0001671539328786531
stigmata (1999),0.00016713070132998728
shooter (2007),0.00016704928115438466
cocoon (1985),0.00016702198841577352
flubber (1997),0.00016648806468012026
dead presidents (1995),0.0001664833080996288
doctor zhivago (1965),0.00016610448413119678
for a few dollars more (per qualche dollaro in più) (1965),0.00016592875531967955
terminator 3: rise of the machines (2003),0.00016548656072249215
quantum of solace (2008),0.00016511912114433217
waiting for guffman (1996),0.00016460607790300935
brave (2012),0.00016393940871618694
anaconda (1997),0.00016390121456736565
"da vinci code, the (2006)",0.0001634904855895132
"blind side, the  (2009)",0.00016333597951755942
"last king of scotland, the (2006)",0.0001629192617727043
on the waterfront (1954),0.00016285225997271675
antonia's line (antonia) (1995),0.00016242543615131342
farewell my concubine (ba wang bie ji) (1993),0.00016232539491157604
old school (2003),0.00016227923259541237
"neverending story iii, the (1994)",0.0001622015400366153
thelma & louise (1991),0.00016211744482012773
all the president's men (1976),0.00016201428063319717
patch adams (1998),0.0001618342529509183
napoleon dynamite (2004),0.00016169091061396586
corpse bride (2005),0.00016138187480914368
kingsman: the secret service (2015),0.0001612733974369073
around the world in 80 days (1956),0.00016025076596299688
babel (2006),0.00016004553651338227
"motorcycle diaries, the (diarios de motocicleta) (2004)",0.00015994626859023667
"road warrior, the (mad max 2) (1981)",0.00015976286538532151
dangerous liaisons (1988),0.00015971403725008727
beyond rangoon (1995),0.0001594889753752656
bill & ted's excellent adventure (1989),0.0001594441589459204
event horizon (1997),0.00015925674952802052
"jackal, the (1997)",0.00015917569251518398
six degrees of separation (1993),0.00015881667054852197
three kings (1999),0.00015870990921496416
robocop (1987),0.00015869185288357876
battlestar galactica (2003),0.00015861080461798108
home alone 2: lost in new york (1992),0.00015850687697818077
harriet the spy (1996),0.00015815009067188541
everyone says i love you (1996),0.0001578794992574936
oliver & company (1988),0.00015782271819859335
i love trouble (1994),0.00015776514105344058
from russia with love (1963),0.0001576456886454219
lost highway (1997),0.0001576304947054857
spy kids (2001),0.00015749529497941073
ex machina (2015),0.00015719290786831596
sweet home alabama (2002),0.000156844700971219
speed 2: cruise control (1997),0.0001568204822380041
dodgeball: a true underdog story (2004),0.00015676277192359876
dead alive (braindead) (1992),0.00015675636996255812
marley & me (2008),0.00015661818547102048
behind enemy lines (2001),0.0001564515317290544
"nightmare on elm street 5: the dream child, a (1989)",0.00015632116783948806
killing zoe (1994),0.00015624581466532043
blink (1994),0.00015615547143235856
stalker (1979),0.00015593459831218578
sphere (1998),0.00015588777064779285
being there (1979),0.00015574950021979216
young guns (1988),0.00015545150499143368
edge of tomorrow (2014),0.00015536734275723387
once upon a time in america (1984),0.0001551787362325753
charade (1963),0.0001547970798966184
m (1931),0.0001546651343222462
wag the dog (1997),0.00015455138740467199
"general's daughter, the (1999)",0.0001545091659582723
black swan (2010),0.00015440405948548985
"39 steps, the (1935)",0.0001543814341023995
jade (1995),0.00015422143945936914
little big man (1970),0.0001540966416600838
amistad (1997),0.00015407615694419511
"good morning, vietnam (1987)",0.0001539828554947861
"omen, the (1976)",0.00015395015969500936
"fistful of dollars, a (per un pugno di dollari) (1964)",0.00015391817459480388
when a man loves a woman (1994),0.00015307916615317054
pineapple express (2008),0.0001528093928845146
scream 3 (2000),0.0001522617665349468
don't be a menace to south central while drinking your juice in the hood (1996),0.0001521703266744101
ghostbusters ii (1989),0.0001521638183299829
stuart saves his family (1995),0.00015210530587530402
man of the house (1995),0.00015208239035923156
tales from the hood (1995),0.0001519134677332112
pitch black (2000),0.00015187363350949352
diabolique (1996),0.000151415057617595
"fog of war: eleven lessons from the life of robert s. mcnamara, the (2003)",0.00015135295019057314
punch-drunk love (2002),0.0001513105544644023
"man who would be king, the (1975)",0.0001510873043689834
"room with a view, a (1986)",0.00015103946941293387
rosencrantz and guildenstern are dead (1990),0.00015083014604049357
"conversation, the (1974)",0.00015080164506585628
scott pilgrim vs. the world (2010),0.0001506646728359188
local hero (1983),0.0001505544879176335
eye for an eye (1996),0.0001500413833314783
mickey blue eyes (1999),0.00014979296651159964
monty python's and now for something completely different (1971),0.0001496703285609273
"league of extraordinary gentlemen, the (a.k.a. lxg) (2003)",0.00014958880435015663
"amityville horror, the (1979)",0.0001493581037750669
how the grinch stole christmas (a.k.a. the grinch) (2000),0.00014917459736132292
g.i. jane (1997),0.00014912646220925359
only you (1994),0.00014908294477945119
little shop of horrors (1986),0.0001489715342418973
out of africa (1985),0.00014887418351719925
national lampoon's senior trip (1995),0.00014886781108265857
"girl with the dragon tattoo, the (2011)",0.00014871492410392493
big bully (1996),0.00014860774656665556
serpico (1973),0.0001484947213266584
step brothers (2008),0.00014805075869974357
in the mood for love (fa yeung nin wa) (2000),0.00014685757810283445
rising sun (1993),0.00014675028937824287
"dark crystal, the (1982)",0.0001467422832925735
cape fear (1991),0.00014644988019540007
"thin blue line, the (1988)",0.00014626313972232786
fly away home (1996),0.00014622991141806683
"cowboy way, the (1994)",0.00014603557639438142
caddyshack (1980),0.00014589914794381037
animal house (1978),0.0001458608209778075
christmas vacation (national lampoon's christmas vacation) (1989),0.00014564109038084762
about schmidt (2002),0.00014556486859844094
"girl with the dragon tattoo, the (män som hatar kvinnor) (2009)",0.0001454719076046334
my favorite year (1982),0.0001453478277022383
nausicaä of the valley of the wind (kaze no tani no naushika) (1984),0.0001449566688416224
8mm (1999),0.00014493439020661975
"first wives club, the (1996)",0.0001445508693340575
stardust (2007),0.0001442248927239366
color of night (1994),0.00014384549449689005
willow (1988),0.00014363641053087754
brokeback mountain (2005),0.0001435689989889141
trading places (1983),0.000143442713470014
jean de florette (1986),0.00014337325817958546
rocky iv (1985),0.00014307810363647415
varsity blues (1999),0.00014280575857068868
ran (1985),0.00014275693283206126
last man standing (1996),0.00014257073643607828
blade ii (2002),0.0001423884462064797
hero (ying xiong) (2002),0.00014235551280544545
weekend at bernie's (1989),0.00014207423690828561
"cinderella story, a (2004)",0.00014193854982616472
ice princess (2005),0.00014193854982616472
"nightmare on elm street 2: freddy's revenge, a (1985)",0.00014170161101619407
two weeks notice (2002),0.00014162162623272464
doctor strange (2016),0.00014149671325308557
safe (1995),0.00014145955485945233
bitter moon (1992),0.00014141726003689855
skyfall (2012),0.00014131544273545015
wild bill (1995),0.00014022681224960102
lethal weapon 4 (1998),0.00014002980433525062
"20,000 leagues under the sea (1954)",0.0001399689969193993
finding dory (2016),0.00013991813336261208
"big chill, the (1983)",0.000139811120849952
"knight's tale, a (2001)",0.00013976461576647054
days of thunder (1990),0.0001395805398584395
boiler room (2000),0.0001395780355845244
d3: the mighty ducks (1996),0.00013947505270668522
life of pi (2012),0.00013933368758536582
national treasure (2004),0.0001389798164741834
airplane ii: the sequel (1982),0.00013895205656581762
"faculty, the (1998)",0.0001384236628993761
first blood (rambo: first blood) (1982),0.00013726558627054025
working girl (1988),0.0001371806618849644
"killer, the (die xue shuang xiong) (1989)",0.00013713158953376512
cloverfield (2008),0.00013670871496194903
inspector gadget (1999),0.0001366715911104398
battle royale (batoru rowaiaru) (2000),0.00013633241381461264
cabin boy (1994),0.0001361947785229582
meet the fockers (2004),0.00013596147476640255
i am sam (2001),0.00013593749303225089
little big league (1994),0.00013586816901719313
captain america: the winter soldier (2014),0.00013553947634544562
thinner (1996),0.00013546317319219187
maid in manhattan (2002),0.00013533865842528948
"substitute, the (1996)",0.00013528656661428333
friends with benefits (2011),0.00013495938970079673
jaws 2 (1978),0.00013490075375977988
bad girls (1994),0.00013470961013739937
"american in paris, an (1951)",0.0001346615934271313
spy game (2001),0.0001344989067608601
"girl, interrupted (1999)",0.0001340847009552167
get out (2017),0.00013405531078592253
dr. horrible's sing-along blog (2008),0.00013403170733163638
silver linings playbook (2012),0.00013397995643190435
she's out of my league (2010),0.0001339480547572714
resident evil (2002),0.00013347356981137766
blade runner 2049 (2017),0.00013332150798547155
john tucker must die (2006),0.00013306713556616632
freaky friday (2003),0.00013296379651814226
mr. wrong (1996),0.0001327986327025199
jeffrey (1995),0.00013255463895892367
with honors (1994),0.00013251041267114602
real genius (1985),0.00013246999251500835
gravity (2013),0.00013223963333681198
big night (1996),0.0001320308289835826
coraline (2009),0.0001319269248506201
"world is not enough, the (1999)",0.00013175638443428786
white man's burden (1995),0.00013174716046484666
moonstruck (1987),0.00013144238618073505
"right stuff, the (1983)",0.00013117938710708783
"hurt locker, the (2008)",0.00013104582716485288
six days seven nights (1998),0.00013100820535599643
"ugly truth, the (2009)",0.00013076668792192143
top hat (1935),0.00013075263671889176
argo (2012),0.00013070384779091882
mutiny on the bounty (1935),0.00013040215389749065
"karate kid, the (1984)",0.00013025439078542673
dancer in the dark (2000),0.0001300748002985912
mad max: fury road (2015),0.00013006396944255144
25th hour (2002),0.00012943244586660044
solaris (2002),0.00012915879899346545
hook (1991),0.0001291465498991559
war of the worlds (2005),0.00012904684188227357
withnail & i (1987),0.00012871030625915533
cat on a hot tin roof (1958),0.00012869515927374153
monty python's the meaning of life (1983),0.0001285973876620994
fair game (1995),0.00012843641563185437
all quiet on the western front (1930),0.00012841637118301755
meet joe black (1998),0.0001282493257252884
"queen margot (reine margot, la) (1994)",0.00012822112764410937
evita (1996),0.00012821005784697146
"baby-sitters club, the (1995)",0.00012811749007901567
"mothman prophecies, the (2002)",0.0001279922961372065
kazaam (1996),0.00012797582555289534
avengers: infinity war - part i (2018),0.0001277264204717088
cobb (1994),0.00012736208980516429
"american tail, an (1986)",0.00012715336153238264
higher learning (1995),0.00012715243623249523
"air up there, the (1994)",0.0001270343600448408
megamind (2010),0.00012699875035166033
x-men: days of future past (2014),0.00012689271841984887
kiss kiss bang bang (2005),0.00012689105141087758
zodiac (2007),0.00012684783640084659
benny & joon (1993),0.00012683757704034344
"getaway, the (1994)",0.00012680707121535056
body snatchers (1993),0.0001267975755553954
iron man 3 (2013),0.00012649813851128375
"hobbit: an unexpected journey, the (2012)",0.00012615916123179165
no strings attached (2011),0.00012601197829238838
tales from the crypt presents: bordello of blood (1996),0.0001256326355825734
"good bye, lenin! (2003)",0.00012550949783488274
boyhood (2014),0.00012528577124355043
bloodsport 2 (a.k.a. bloodsport ii: the next kumite) (1996),0.00012523840769543967
cars (2006),0.00012509245398067444
hamlet (1996),0.00012494779071419609
summer of sam (1999),0.0001249297069281284
primer (2004),0.00012461491042701361
wreck-it ralph (2012),0.00012435826228776516
thank you for smoking (2006),0.00012425712913235448
anger management (2003),0.00012359533086371856
first strike (police story 4: first strike) (ging chaat goo si 4: ji gaan daan yam mo) (1996),0.00012357497902028617
vicky cristina barcelona (2008),0.0001234786213083982
bull durham (1988),0.00012344747791200798
"chronicles of riddick, the (2004)",0.0001230360257715392
koyaanisqatsi (a.k.a. koyaanisqatsi: life out of balance) (1983),0.00012291859819574976
28 days (2000),0.00012279335004501506
